# mjd mag magErr
0.0000000000000000 16.3778097319471492 0.0000000000000000
0.0006944444444444 16.3700051164068263 0.0000000000000000
0.0013888888888889 16.3620710463559291 0.0000000000000000
0.0020833333333333 16.3540088046629819 0.0000000000000000
0.0027777777777778 16.3458196959412945 0.0000000000000000
0.0034722222222222 16.3375050463140461 0.0000000000000000
0.0041666666666667 16.3290662031752980 0.0000000000000000
0.0048611111111111 16.3205045349472222 0.0000000000000000
0.0055555555555556 16.3118214308335645 0.0000000000000000
0.0062500000000000 16.3030183005691960 0.0000000000000000
0.0069444444444444 16.2940965741660619 0.0000000000000000
0.0076388888888889 16.2850577016554148 0.0000000000000000
0.0083333333333333 16.2759031528263804 0.0000000000000000
0.0090277777777778 16.2666344169610788 0.0000000000000000
0.0097222222222222 16.2572530025659105 0.0000000000000000
0.0104166666666667 16.2477604370997284 0.0000000000000000
0.0111111111111111 16.2381582666983597 0.0000000000000000
0.0118055555555556 16.2284480558957256 0.0000000000000000
0.0125000000000000 16.2186313873416950 0.0000000000000000
0.0131944444444444 16.2087098615167271 0.0000000000000000
0.0138888888888889 16.1986850964430822 0.0000000000000000
0.0145833333333333 16.1885587273930476 0.0000000000000000
0.0152777777777778 16.1783324065939382 0.0000000000000000
0.0159722222222222 16.1680078029300525 0.0000000000000000
0.0166666666666667 16.1575866016416754 0.0000000000000000
0.0173611111111111 16.1470705040209594 0.0000000000000000
0.0180555555555556 16.1364612271050625 0.0000000000000000
0.0187500000000000 16.1257605033664149 0.0000000000000000
0.0194444444444444 16.1149700804000737 0.0000000000000000
0.0201388888888889 16.1040917206084906 0.0000000000000000
0.0208333333333333 16.0931272008835222 0.0000000000000000
0.0215277777777778 16.0820783122858231 0.0000000000000000
0.0222222222222222 16.0709468597217828 0.0000000000000000
0.0229166666666667 16.0597346616177603 0.0000000000000000
0.0236111111111111 16.0484435495920685 0.0000000000000000
0.0243055555555556 16.0370753681244906 0.0000000000000000
0.0250000000000000 16.0256319742234723 0.0000000000000000
0.0256944444444444 16.0141152370911684 0.0000000000000000
0.0263888888888889 16.0025270377860593 0.0000000000000000
0.0270833333333333 15.9908692688836425 0.0000000000000000
0.0277777777777778 15.9791438341350442 0.0000000000000000
0.0284722222222222 15.9673526481234340 0.0000000000000000
0.0291666666666667 15.9554976359186895 0.0000000000000000
0.0298611111111111 15.9435807327300889 0.0000000000000000
0.0305555555555556 15.9316038835571909 0.0000000000000000
0.0312500000000000 15.9195690428389636 0.0000000000000000
0.0319444444444444 15.9074781741012199 0.0000000000000000
0.0326388888888889 15.8953332496024000 0.0000000000000000
0.0333333333333333 15.8831362499779001 0.0000000000000000
0.0340277777777778 15.8708891638826728 0.0000000000000000
0.0347222222222222 15.8585939876327071 0.0000000000000000
0.0354166666666667 15.8462527248448257 0.0000000000000000
0.0361111111111111 15.8338673860753918 0.0000000000000000
0.0368055555555556 15.8214399884577919 0.0000000000000000
0.0375000000000000 15.8089725553385350 0.0000000000000000
0.0381944444444444 15.7964671159124972 0.0000000000000000
0.0388888888888889 15.7839257048569870 0.0000000000000000
0.0395833333333333 15.7713503619648812 0.0000000000000000
0.0402777777777778 15.7587431317769315 0.0000000000000000
0.0409722222222222 15.7461060632130518 0.0000000000000000
0.0416666666666667 15.7334412092030380 0.0000000000000000
0.0423611111111111 15.7207506263164873 0.0000000000000000
0.0430555555555556 15.7080363743921101 0.0000000000000000
0.0437500000000000 15.6953005161664567 0.0000000000000000
0.0444444444444444 15.6825451169022578 0.0000000000000000
0.0451388888888889 15.6697722440161282 0.0000000000000000
0.0458333333333333 15.6569839667061093 0.0000000000000000
0.0465277777777778 15.6441823555788453 0.0000000000000000
0.0472222222222222 15.6313694822765061 0.0000000000000000
0.0479166666666667 15.6185474191036935 0.0000000000000000
0.0486111111111111 15.6057182386540205 0.0000000000000000
0.0493055555555556 15.5928840134368851 0.0000000000000000
0.0500000000000000 15.5800468155042946 0.0000000000000000
0.0506944444444444 15.5672087160776123 0.0000000000000000
0.0513888888888889 15.5543717851747054 0.0000000000000000
0.0520833333333333 15.5415380912372516 0.0000000000000000
0.0527777777777778 15.5287097007583625 0.0000000000000000
0.0534722222222222 15.5158886779107164 0.0000000000000000
0.0541666666666667 15.5030770841749241 0.0000000000000000
0.0548611111111111 15.4902769779686569 0.0000000000000000
0.0555555555555556 15.4774904142762484 0.0000000000000000
0.0562500000000000 15.4647194442789715 0.0000000000000000
0.0569444444444444 15.4519661149861562 0.0000000000000000
0.0576388888888889 15.4392324688668907 0.0000000000000000
0.0583333333333333 15.4265205434827735 0.0000000000000000
0.0590277777777778 15.4138323711216270 0.0000000000000000
0.0597222222222222 15.4011699784319909 0.0000000000000000
0.0604166666666667 15.3885353860589191 0.0000000000000000
0.0611111111111111 15.3759306082808020 0.0000000000000000
0.0618055555555556 15.3633576526474069 0.0000000000000000
0.0625000000000000 15.3508185196191853 0.0000000000000000
0.0631944444444444 15.3383152022079354 0.0000000000000000
0.0638888888888889 15.3258496856188131 0.0000000000000000
0.0645833333333333 15.3134239468939430 0.0000000000000000
0.0652777777777778 15.3010399545573073 0.0000000000000000
0.0659722222222222 15.2886996682615628 0.0000000000000000
0.0666666666666667 15.2764050384362005 0.0000000000000000
0.0673611111111111 15.2641580059376256 0.0000000000000000
0.0680555555555556 15.2519605017010544 0.0000000000000000
